0000.00.0231;RESEX do Batoque;Nao;;;;;;;;;;;;;;;;
0000.00.0232;RESEX do Cazumba-Iracema;Sim;244.3;51.9;170.2;177.1;187.2;275.7;230.1;72.7;96;27.1;3.2;637;81.4;1744.2;380.8;209.1
0000.00.1519;RESEX do Ciriaco;Sim;;3.6;22.5;;;15.4;;54.4;112.2;158.8;340.1;10.1;16.4;;;
0000.00.0240;RESEX do Extremo Norte do Tocantins;Sim;;;;;;;;;0.3;;6.3;;;;56.1;26.6
0000.00.0242;RESEX do Lago do Capana Grande;Sim;6.4;;;;41.6;;261.5;7.1;6.6;;20.6;45.2;2.9;26.3;;42.5
0000.00.0233;RESEX do Lago do Cunia;Sim;;;;;;;;;;;;58.5;35.2;7.9;;19.1
0000.00.0234;RESEX do Mandira;Nao;;;;;;;;;;;;;;;;
0000.00.0235;RESEX do Medio Jurua;Sim;35.1;7.4;22.5;14.3;;7.6;39.9;21.3;28.1;45.7;;78.9;19.4;36.2;131.9;149
0000.00.1606;RESEX do Medio Purus;Sim;191.9;6.8;24.9;89;7.6;46.6;147;59.5;60.5;103.2;10.9;95.9;73.5;553.2;83.7;144.5
0000.00.1520;RESEX do Quilombo Flexal;Sim;;;;;;;;;;;;;;;;9338.4
0000.00.1518;RESEX do Rio Cajari;Sim;189.9;122.8;278.2;107.7;136.1;65.3;226.9;539.6;755.8;315.7;116.5;232;125.7;1070.5;;
0000.00.0238;RESEX do Rio do Cautario;Sim;;;;443.4;;2.7;0.1;;;;50.2;13.3;5.8;;0.1;23.3
0000.00.0239;RESEX do Rio Jutai;Sim;;6.6;23.6;21.3;20.3;65.8;41.1;62.9;106.3;41.9;51;6.1;15.5;180;179.5;16.2
0000.00.0256;RESEX do Rio Ouro Preto;Sim;169;255;245.2;428.7;126.7;137;96;296.4;586.4;266.2;401.7;1179.6;1.785,00;1069.8;147.3;1104.8
0000.00.0288;RESEX Gurupa-Melgaco;Sim;;;6.5;;46.1;6.7;7.8;;51.4;10;20;28.1;46.8;64.5;710.4;1236.9
0000.00.0241;RESEX Ipau-Anilzinho;Sim;72.9;35;8.6;58.4;74.9;66.6;303.7;201;166.2;170.4;218.8;81;325.9;543.5;373.8;1085.1
0000.00.1628;RESEX Ituxi;Sim;28.5;33.9;13.1;61.9;317.7;121.4;29.1;6.2;19.4;99.8;24.8;6.5;32.7;73.1;7.6;103.3
0000.00.0287;RESEX Lago do Cedro;Nao;;;;;;;;;;;;;;;;
0000.00.0243;RESEX Mae Grande de Curuca;Sim;0;;;6.5;;;3.4;4.2;3.6;0.6;31.2;;213.6;35.4;127.9;11.7
0000.00.0244;RESEX Mapua;Sim;20.8;0.6;;32.9;;;98.9;70.1;0.1;;;3;83.5;18.7;1060.7;1534.1
0000.00.0227;RESEX Maracana;Sim;0.1;5;;13.1;5.4;0.6;11.4;;7.3;10.8;0.9;16.8;19.8;14.7;135.4;
0000.00.0247;RESEX Marinha Arai-Peroba;Sim;;0.9;;;;;;;12.6;;;;4.4;74.3;;64.5
0000.00.0248;RESEX Marinha Caete-Taperacu;Sim;;;;;;;;;15.9;;36;;190.5;886.8;;149.8
0000.00.3134;RESEX Marinha Cuinarana;Sim;;2.1;;;;;;;;;;;;;;
0000.00.0245;RESEX Marinha da Baia de Iguape;Nao;;;;;;;;;;;;;;;;
0000.00.0246;RESEX Marinha da Lagoa do Jequia;Nao;;;;;;;;;;;;;;;;
0000.00.0249;RESEX Marinha de Gurupi-Piria;Sim;1.2;;;;0;;;14.2;33.5;103.3;35;17.9;26.1;409.3;;480.2
0000.00.0254;RESEX Marinha de Soure;Sim;;;;;;;46.4;17;;12.6;29;;53.7;49.8;24.5;296.9
0000.00.0251;RESEX Marinha do Arraial do Cabo;Nao;;;;;;;;;;;;;;;;
0000.00.0252;RESEX Marinha do Corumbau;Nao;;;;;;;;;;;;;;;;
0000.00.0225;RESEX Marinha do Delta do Parnaiba;Nao;;;;;;;;;;;;;;;;
0000.00.3133;RESEX Marinha Mestre Lucindo;Sim;;38.3;9.8;;;;;;;;;;;;;
0000.00.3132;RESEX Marinha Mocapajuba;Nao;;;;;;;;;;;;;;;;
0000.00.0255;RESEX Marinha Pirajubae;Nao;;;;;;;;;;;;;;;;
0000.00.0250;RESEX Marinha Tracuateua;Sim;;;;;;;;;22.5;;;33.2;8.6;206.8;;87.5
0000.00.1809;RESEX Prainha do Canto Verde;Nao;;;;;;;;;;;;;;;;
0000.00.1810;RESEX Renascer;Sim;191.4;475.6;126.4;229.9;69.5;201.8;455.2;282.7;883.7;446.8;1034.8;278.7;220.3;2955.7;7.1;5262.8
0000.00.0280;RESEX Rio Iriri;Sim;;;;11;11.2;;;78.5;811.2;67.7;344.5;311.7;558.1;114.5;134.5;168.6
0000.00.0283;RESEX Rio Unini;Sim;;;40.9;7.8;;53.9;24.5;;16.4;0.6;;;5;31.7;7.2;191.3
0000.00.1635;RESEX Rio Xingu;Sim;13;;7.2;9.9;25.9;;19.7;;89.1;534;609.7;195.4;1302.1;32;;233.1
0000.00.0257;RESEX Riozinho da Liberdade;Sim;115.7;7.1;39.2;63.1;107.1;74.6;339;29.2;151.4;60.9;30.6;126.4;167.1;36.5;123.3;201.8
0000.00.0258;RESEX Riozinho do Anfrisio;Sim;117.7;199.4;226.9;;111.8;104.2;106.9;352.9;138.9;145.4;32.2;56;816.5;111.5;31.8;205.9
0000.00.0259;RESEX Tapajos-Arapiuns;Sim;30.7;50.7;370.7;67.1;14.1;228.4;389;323.3;249.3;144.7;89.7;887;36.3;227.6;3.257,00;1165.9
0000.00.0282;RESEX Terra Grande-Pracuuba;Sim;41.3;;2.3;60.7;;14.1;224.3;114.1;;81.5;34.5;55;29.2;19.8;1371.5;3581.1
0000.00.0260;RESEX Verde Para Sempre;Sim;262.7;489.3;743.5;242.6;242.6;817.3;1300.6;1727.5;1159.4;1.821,00;409.2;5748.6;3004.5;17932.4;;
0000.00.0219;REVIS das Veredas do Oeste Baiano;Nao;;;;;;;;;;;;;;;;
0000.00.1907;REVIS de Boa Nova;Nao;;;;;;;;;;;;;;;;
0000.00.1911;REVIS de Santa Cruz;Nao;;;;;;;;;;;;;;;;
0000.00.1880;REVIS de Una;Nao;;;;;;;;;;;;;;;;
0000.00.3432;REVIS do Arquipelago de Alcatrazes;Nao;;;;;;;;;;;;;;;;
0000.00.1813;REVIS do Rio dos Frades;Nao;;;;;;;;;;;;;;;;
0000.00.0278;REVIS dos Campos de Palmas;Nao;;;;;;;;;;;;;;;;
0000.00.0190;REVIS Ilha dos Lobos;Nao;;;;;;;;;;;;;;;;
